iter	RMSE
270	55.96622296
271	55.92976445
272	55.88334314
273	55.82014225
274	55.77236557
275	55.72785905
276	55.69323597
277	55.65657859
278	55.58617233
279	55.58083275
280	55.54034943
281	55.47392476
282	55.38107238
283	55.15554143
284	55.12453274
285	55.01615483
286	54.97903845
287	54.93364888
288	54.88942825
289	54.79051771
290	54.59784189
291	54.5471216
292	54.39672795
293	54.32590708
294	54.29166626
295	54.21348277
296	54.17706267
297	54.14310405
298	54.12542989
299	54.09848072
300	54.06776027
301	54.00964653
302	53.98193288
303	53.94094277
304	53.76983793
305	53.72863282
306	53.69806072
307	53.66305702
308	53.63440065
309	53.60329814
310	53.55343884
311	53.5140742
312	53.49147881
313	53.44684789
314	53.39551683
315	53.34093538
316	53.29107278
317	53.25444804
318	53.21876244
319	53.16833991
320	53.08950265
321	52.96152907
322	52.84485618
323	52.73177571
324	52.68222465
325	52.63970828
326	52.59108471
327	52.52399388
328	52.48168134
329	52.46296558
330	52.34864776
331	52.34057427
332	52.31234885
333	52.13626526
334	51.97804133
335	51.93110842
336	51.88941769
337	51.83857722
338	51.79798818
339	51.64855875
340	51.58209683
341	51.52885781
342	51.4815141
343	51.45691705
344	51.40689274
345	51.35931532
346	51.22732332
347	51.21348086
348	51.11117689
349	51.06965158
350	50.95186001
351	50.93029698
352	50.89798706
353	50.85282787
354	50.82132256
355	50.77741739
356	50.69150808
357	50.60559297
358	50.57970836
359	50.5640147
360	50.52497887
361	50.49385848
362	50.4557903
363	50.38920014
364	50.35216302
365	50.30977765
366	50.21898778
367	50.11133667
368	50.01856605
369	49.98800611
370	49.96162961
371	49.9459683
372	49.93436409
373	49.89066608
374	49.78924196
375	49.77456963
376	49.67498945
377	49.59331909
378	49.50464589
379	49.46553361
380	49.42326592
381	49.38736038
382	49.34803029
383	49.32061946
384	49.24321745
385	49.20139491
386	49.16176052
387	49.08140113
388	49.06709641
389	49.01582833
390	48.98077764
391	48.94424051
392	48.92802175
393	48.8922665
394	48.78900512
395	48.71544918
396	48.64865525
397	48.63435859
398	48.62083672
399	48.53365058
400	48.47840619
401	48.44391385
402	48.35831752
403	48.29850947
404	48.26804179
405	48.21159666
406	48.17701506
407	48.09491181
408	48.00246774
409	47.9103051
410	47.87665361
411	47.86501295
412	47.84301781
413	47.75320196
414	47.7398006
415	47.65090274
416	47.6037439
417	47.56158537
418	47.53261027
419	47.46660131
420	47.39452723
421	47.30070764
422	47.27519513
423	47.18339113
424	47.14722112
425	47.11070065
426	47.06600961
427	47.00869613
428	46.98836007
429	46.92349241
430	46.86867251
431	46.84050697
432	46.82008663
433	46.74075776
434	46.66703571
435	46.64758174
436	46.62987221
437	46.58566388
438	46.57439963
439	46.53907204
440	46.50882936
441	46.48585522
442	46.40155854
443	46.38228263
444	46.36996004
445	46.28425706
446	46.22601496
447	46.1408171
448	46.10245749
449	46.08750401
450	46.01240796
451	45.99257414
452	45.96955692
453	45.89228314
454	45.81674093
455	45.76926654
456	45.74404552
457	45.73087002
458	45.65664633
459	45.6254655
460	45.54318086
461	45.48549074
462	45.45739254
463	45.40119685
464	45.39042657
465	45.3798653
466	45.3613234
467	45.30972085
468	45.29993963
469	45.27531259
470	45.19548176
471	45.18624797
472	45.13330653
473	45.10035315
474	45.082188
475	45.02432505
476	45.00722573
477	44.98630453
478	44.95378287
479	44.87120235
480	44.79377492
481	44.75405985
482	44.69269449
483	44.61972373
484	44.58683618
485	44.55939019
486	44.49721914
487	44.43697064
488	44.38260439
489	44.37290412
490	44.31547086
491	44.27674168
492	44.26167532
493	44.1894679
494	44.1683064
495	44.09470332
496	44.05268194
497	44.04199768
498	44.00412245
499	43.92328227
500	43.8919093
501	43.8426322
502	43.77652296
503	43.76735413
504	43.71511197
505	43.639706
506	43.54897142
507	43.50393075
508	43.44794397
509	43.39328438
510	43.31610328
511	43.25066481
512	43.18218339
513	43.11553961
514	43.06400771
515	43.03235706
516	42.98001996
517	42.96983769
518	42.94142804
519	42.89659515
520	42.82311658
521	42.79824172
522	42.75404554
523	42.68597475
524	42.6380518
525	42.57951628
526	42.53719247
527	42.50447514
528	42.44366062
529	42.4355841
530	42.37356769
531	42.34268469
532	42.3076717
533	42.29691121
534	42.2815825
535	42.25255674
536	42.2198149
537	42.19073432
538	42.16156494
539	42.09567362
540	42.07178744
541	42.04428351
542	42.03579719
543	42.02829098
544	41.9578957
545	41.9223197
546	41.90091919
547	41.85929066
548	41.80005815
549	41.75086807
550	41.73103356
551	41.66728633
552	41.65789835
553	41.63710968
554	41.61927245
555	41.59597255
556	41.57488773
557	41.56333388
558	41.49560868
559	41.48108548
560	41.46621044
561	41.44192642
562	41.39678718
563	41.38910092
564	41.37510344
565	41.3469371
566	41.29116195
567	41.24364851
568	41.23576253
569	41.20212499
570	41.17032172
571	41.12826928
572	41.1120792
573	41.05956565
574	41.01422658
575	40.94640221
576	40.91257799
577	40.87948196
578	40.8258942
579	40.76925744
580	40.7433157
581	40.71262123
582	40.67526204
583	40.66132972
584	40.61694551
585	40.60048727
586	40.56156269
587	40.53489313
588	40.49906933
589	40.40232053
590	40.38248564
591	40.3408318
592	40.33379857
593	40.2740257
594	40.25189828
595	40.21402421
596	40.12008066
597	40.10341397
598	40.09128987
599	40.03068889
600	39.98194084
601	39.97406109
602	39.93515187
603	39.92111853
604	39.86684711
605	39.80183696
606	39.76703843
607	39.73736059
608	39.70834877
609	39.69474837
610	39.64793487
611	39.60603779
612	39.59052153
613	39.55164693
614	39.51278796
615	39.45437605
616	39.38809777
617	39.34517278
618	39.28837367
619	39.26632855
620	39.26037281
621	39.24375087
622	39.22262236
623	39.18266168
624	39.14508364
625	39.1372395
626	39.11005517
627	39.06754501
628	39.05269044
629	39.00512505
630	38.95032158
631	38.91402954
632	38.88047504
633	38.8640704
634	38.83785194
635	38.82640646
636	38.81765479
637	38.78773072
638	38.7662975
639	38.74063902
640	38.73377212
641	38.69013608
642	38.64731537
643	38.62407364
644	38.61291695
645	38.57695791
646	38.55751865
647	38.53382318
648	38.50812063
649	38.46725278
650	38.45621556
651	38.42895555
652	38.41589667
653	38.38797731
654	38.34576418
655	38.29602892
656	38.27941922
657	38.26551765
658	38.23716329
659	38.17344174
660	38.15629193
661	38.11193561
662	38.09015918
663	38.07952666
664	38.04236071
665	37.99498914
666	37.92082459
667	37.91232854
668	37.86510909
669	37.84804142
670	37.79243218
671	37.76615871
672	37.74177563
673	37.70981222
674	37.66285365
675	37.62546207
676	37.59281579
677	37.56584436
678	37.52417149
679	37.49365958
680	37.46981439
681	37.45930866
682	37.43155988
683	37.42185299
684	37.40653044
685	37.39037718
686	37.35543858
687	37.34239525
688	37.2921694
689	37.26801261
690	37.24411325
691	37.20414967
692	37.19217118
693	37.16022942
694	37.14737498
695	37.11819185
696	37.08317445
697	37.05586296
698	37.03075125
699	37.02148156
700	36.99262903
701	36.95004474
702	36.93172181
703	36.91523195
704	36.8816518
705	36.86788233
706	36.85437805
707	36.84800651
708	36.83468601
709	36.81730385
710	36.79811131
711	36.76450858
712	36.7093075
713	36.70320856
714	36.67419881
715	36.64573262
716	36.59588858
717	36.56976556
718	36.56378256
719	36.54866801
720	36.50742148
721	36.47809764
722	36.47319927
723	36.43209239
724	36.4186252
725	36.37113071
726	36.36682273
727	36.34171541
728	36.32563507
729	36.32033331
730	36.30523165
731	36.27301345
732	36.25863916
733	36.24665546
734	36.23918012
735	36.21200562
736	36.20654813
737	36.16597071
738	36.12750317
739	36.11276508
740	36.08892419
741	36.05955174
742	36.03464838
743	36.01006098
744	35.97811451
745	35.97056145
746	35.92147122
747	35.85356758
748	35.82587394
749	35.78662057
750	35.775707
751	35.74175052
752	35.72804481
753	35.70824667
754	35.68826225
755	35.67893992
756	35.67060355
757	35.65780262
758	35.6506067
759	35.63190007
760	35.6011349
761	35.58572011
762	35.55594336
763	35.54778008
764	35.51333306
765	35.46201923
766	35.44324409
767	35.4044136
768	35.37969543
769	35.32502199
770	35.30137199
771	35.27526994
772	35.26232926
773	35.24243905
774	35.21179174
775	35.1789702
776	35.17454058
777	35.16660419
778	35.12853814
779	35.11746168
780	35.0947185
781	35.02976085
782	35.01765652
783	34.98024823
784	34.92470064
785	34.88228945
786	34.87459619
787	34.85489256
788	34.80520198
789	34.80025759
790	34.78804776
791	34.773302
792	34.75568627
793	34.69353079
794	34.66502436
795	34.64983999
796	34.63610549
797	34.61529171
798	34.57695568
799	34.53987568
800	34.49429419
801	34.48705132
802	34.46829009
803	34.44890393
804	34.42085126
805	34.38238895
806	34.36159729
807	34.35082758
808	34.3239003
809	34.31243131
810	34.28549337
811	34.25607281
812	34.23706053
813	34.21807968
814	34.19702637
815	34.1531441
816	34.11599632
817	34.11173053
818	34.09223636
819	34.07561506
820	34.05989984
821	34.01079409
822	33.97161979
823	33.95184794
824	33.91447702
825	33.88276278
826	33.86272007
827	33.81761697
828	33.79811008
829	33.78693251
830	33.76356038
831	33.7415004
832	33.70979067
833	33.67834665
834	33.63831521
835	33.62086853
836	33.60018466
837	33.56143342
838	33.557221
839	33.50607886
840	33.48564791
841	33.46718399
842	33.40591895
843	33.38594412
844	33.33426916
845	33.30478881
846	33.28755292
847	33.25829569
848	33.22977448
849	33.19737747
850	33.1903617
851	33.17860245
852	33.16175812
853	33.14614673
854	33.13216953
855	33.11929415
856	33.09702868
857	33.09193715
858	33.07224276
859	33.01936354
860	32.95938147
861	32.92624239
862	32.90331413
863	32.89740953
864	32.86238286
865	32.83882126
866	32.80712563
867	32.79155841
868	32.76776349
869	32.74235184
870	32.71164012
871	32.65303423
872	32.64371308
873	32.62268672
874	32.60269763
875	32.59366883
876	32.58419879
877	32.56929707
878	32.5272898
879	32.48369645
880	32.46364338
881	32.43465895
882	32.42041547
883	32.37298347
884	32.36549677
885	32.3475065
886	32.34324658
887	32.3352011
888	32.31611963
889	32.2845888
890	32.26581529
891	32.24504037
892	32.23367503
893	32.21225918
894	32.20162977
895	32.1779977
896	32.1711287
897	32.16006779
898	32.15203355
899	32.09645966
900	32.07783114
901	32.07490888
902	32.06859032
903	32.02316866
904	31.98994543
905	31.96180717
906	31.91980034
907	31.90900472
908	31.90298824
909	31.89589627
910	31.89164015
911	31.88275754
912	31.83853394
913	31.82764908
914	31.7962394
915	31.74879731
916	31.7389532
917	31.7332192
918	31.71706205
919	31.69496919
920	31.67400202
921	31.65952451
922	31.64738031
923	31.63206756
924	31.60518273
925	31.59797942
926	31.57838955
927	31.57445033
928	31.5665086
929	31.54370472
930	31.53290963
931	31.48579375
932	31.46039939
933	31.44974714
934	31.43490407
935	31.42521089
936	31.41854191
937	31.40621897
938	31.35681357
939	31.33895409
940	31.32224629
941	31.3035096
942	31.28492862
943	31.27323608
944	31.26045588
945	31.2421979
946	31.22289126
947	31.19425808
948	31.17529578
949	31.16071883
950	31.14284027
951	31.11102006
952	31.09832842
953	31.07406274
954	31.06851629
955	31.03956097
956	30.99885746
957	30.96169285
958	30.95068896
959	30.94824485
960	30.90972672
961	30.8878546
962	30.87680144
963	30.82176421
964	30.80427509
965	30.77695114
966	30.75869138
967	30.75046176
968	30.73475511
969	30.71822017
970	30.70817375
971	30.69511179
972	30.68416162
973	30.65996628
974	30.64368399
975	30.60956772
976	30.59368027
977	30.56885181
978	30.53671292
979	30.51840506
980	30.48826378
981	30.47927247
982	30.45301243
983	30.44309395
984	30.4255044
985	30.41097743
986	30.39192457
987	30.37017712
988	30.36117093
989	30.33530499
990	30.322423
991	30.30586514
992	30.29383065
993	30.26451597
994	30.25459752
995	30.24932486
996	30.24186823
997	30.23509788
998	30.22768807
999	30.20995872
